section,page,entity,relation
6.3,0,"('Deep Feedforward Networks', 'neural network', 'batch', 'solution', 'error', 'model parameters', 'training examples', 'gradient-based optimization algorithm', 'XOR problem', 'loss function', 'gradient descent', 'initial values', 'parameters', 'machine learning model', 'nonlinearity', 'non-convex', 'iterative', 'optimizers', 'cost function', 'model family', 'linear models', 'linear regression models', 'convex optimization', 'global convergence', 'stochastic gradient descent', 'biases', 'random values', 'feedforward neural networks', 'weights', 'iterative gradient-based optimization algorithms', 'deep models', 'parameter initialization', 'training algorithm', 'gradient', 'cost function', 'specific algorithms', 'gradient descent')","('Deep Feedforward Networks', 'instance of', 'neural network')
('neural network', 'subclass of', 'Deep Feedforward Networks')
('batch', 'part of', 'Deep Feedforward Networks')
('solution', 'based on', 'Deep Feedforward Networks')
('error', 'based on', 'Deep Feedforward Networks')
('model parameters', 'based on', 'Deep Feedforward Networks')
('training examples', 'based on', 'Deep Feedforward Networks')
('gradient-based optimization algorithm', 'based on', 'Deep Feedforward Networks')
('XOR problem', 'based on', 'Deep Feedforward Networks')
('loss function', 'based on', 'Deep Feedforward Networks')
('gradient descent', 'based on', 'Deep Feedforward Networks')
('initial values', 'based on', 'Deep Feedforward Networks')
('parameters', 'based on', 'Deep Feedforward Networks')
('machine learning model', 'based on', 'Deep Feedforward Networks')
('nonlinearity', 'based on', 'Deep Feedforward Networks')
('non-convex', 'based on', 'Deep Feedforward Networks')
('iterative', 'based on', 'Deep Feedforward Networks')
('optimizers', 'based on', 'Deep Feedforward Networks')
('cost function', 'based on', 'Deep Feedforward Networks')
('model family', 'based on', 'Deep Feedforward Networks')
('linear models', 'based on', 'Deep Feedforward Networks')
('linear regression models', 'based on', 'Deep Feedforward Networks')
('convex optimization', 'based on', 'Deep Feedforward Networks')
('global convergence', 'based on', 'Deep Feedforward Networks')
('stochastic gradient descent', 'based on', 'Deep Feedforward Networks')
('biases', 'based on', 'Deep Feedforward Networks')
('random values', 'based on', 'Deep Feedforward Networks')
('feedforward neural networks', 'based on', 'Deep Feedforward Networks')
('weights', 'based on', 'Deep Feedforward Networks')
('iterative gradient-based optimization algorithms', 'based on', 'Deep Feedforward Networks')
('deep models', 'based on', 'Deep Feedforward Networks')
('parameter initialization', 'based on', 'Deep Feedforward Networks')
('training algorithm', 'based on', 'Deep Feedforward Networks')
('gradient', 'based on', 'Deep Feedforward Networks')
('cost function', 'based on', 'Deep Feedforward Networks')
('specific algorithms', 'based on', 'Deep Feedforward Networks')
('gradient descent', 'based on', 'Deep Feedforward Networks')"
6.3,1,"('Deep Feedforward Networks', 'stochastic gradient descent algorithm', 'linear regression', 'support vector machines', 'neural network', 'gradient', 'back-propagation algorithm', 'generalizations', 'cost function', 'parametric models', 'distribution', 'maximum likelihood', 'cross-entropy', 'training data', 'model predictions', 'predict', 'probability distribution', 'specialized loss functions', 'total cost function', 'regularization term', 'weight decay approach', 'advanced regularization strategies', 'learning', 'conditional distributions', 'negative log-likelihood')","('Deep Feedforward Networks', 'instance of', 'neural network')
('stochastic gradient descent algorithm', 'based on', 'Deep Feedforward Networks')
('linear regression', 'based on', 'Deep Feedforward Networks')
('support vector machines', 'based on', 'Deep Feedforward Networks')
('neural network', 'subclass of', 'Deep Feedforward Networks')
('gradient', 'based on', 'Deep Feedforward Networks')
('back-propagation algorithm', 'based on', 'Deep Feedforward Networks')
('generalizations', 'based on', 'Deep Feedforward Networks')
('cost function', 'based on', 'Deep Feedforward Networks')
('parametric models', 'based on', 'Deep Feedforward Networks')
('distribution', 'based on', 'Deep Feedforward Networks')
('maximum likelihood', 'based on', 'Deep Feedforward Networks')
('cross-entropy', 'based on', 'Deep Feedforward Networks')
('training data', 'based on', 'Deep Feedforward Networks')
('model predictions', 'based on', 'Deep Feedforward Networks')
('predict', 'based on', 'Deep Feedforward Networks')
('probability distribution', 'based on', 'Deep Feedforward Networks')
('specialized loss functions', 'based on', 'Deep Feedforward Networks')
('total cost function', 'based on', 'Deep Feedforward Networks')
('regularization term', 'based on', 'Deep Feedforward Networks')
('weight decay approach', 'based on', 'Deep Feedforward Networks')
('advanced regularization strategies', 'based on', 'Deep Feedforward Networks')
('learning', 'based on', 'Deep Feedforward Networks')
('conditional distributions', 'based on', 'Deep Feedforward Networks')
('negative log-likelihood', 'based on', 'Deep Feedforward Networks')"
6.3,2,"('Deep Feedforward Networks', 'cross-entropy', 'training data', 'model distribution', 'cost function', 'J(θ)', 'logp', 'model parameters', 'mean squared error cost', 'output distribution', 'maximum likelihood estimation', 'linear model', 'output units', 'activation functions', 'negative log-likelihood', 'guide', 'learning algorithm', 'saturate', 'gradient', 'hidden units', 'output units', 'exp function', 'log function', 'maximum likelihood estimation', 'minimum value', 'discrete output variables', 'parametrized', 'probability', 'Logistic regression', 'real-valued output variables')","('Deep Feedforward Networks', 'instance of', 'neural network')
('cross-entropy', 'based on', 'Deep Feedforward Networks')
('training data', 'based on', 'Deep Feedforward Networks')
('model distribution', 'based on', 'Deep Feedforward Networks')
('cost function', 'based on', 'Deep Feedforward Networks')
('J(θ)', 'based on', 'Deep Feedforward Networks')
('logp', 'based on', 'Deep Feedforward Networks')
('model parameters', 'based on', 'Deep Feedforward Networks')
('mean squared error cost', 'based on', 'Deep Feedforward Networks')
('output distribution', 'based on', 'Deep Feedforward Networks')
('maximum likelihood estimation', 'based on', 'Deep Feedforward Networks')
('linear model', 'based on', 'Deep Feedforward Networks')
('output units', 'based on', 'Deep Feedforward Networks')
('activation functions', 'based on', 'Deep Feedforward Networks')
('negative log-likelihood', 'based on', 'Deep Feedforward Networks')
('guide', 'based on', 'Deep Feedforward Networks')
('learning algorithm', 'based on', 'Deep Feedforward Networks')
('saturate', 'based on', 'Deep Feedforward Networks')
('gradient', 'based on', 'Deep Feedforward Networks')
('hidden units', 'based on', 'Deep Feedforward Networks')
('output units', 'based on', 'Deep Feedforward Networks')
('exp function', 'based on', 'Deep Feedforward Networks')
('log function', 'based on', 'Deep Feedforward Networks')
('maximum likelihood estimation', 'based on', 'Deep Feedforward Networks')
('minimum value', 'based on', 'Deep Feedforward Networks')
('discrete output variables', 'based on', 'Deep Feedforward Networks')
('parametrized', 'based on', 'Deep Feedforward Networks')
('probability', 'based on', 'Deep Feedforward Networks')
('Logistic regression', 'based on', 'Deep Feedforward Networks')
('real-valued output variables', 'based on', 'Deep Feedforward Networks')"
6.3,3,"('Deep Feedforward Networks', 'density', 'output distribution', 'variance parameter', 'Gaussian output distribution', 'training set outputs', 'cross-entropy', 'negative infinity', 'regularization techniques', 'learning problem', 'conditional statistics', 'predictor', 'neural network', 'function', 'parametric form', 'cost functional', 'minimum', 'optimization problem', 'mathematical tool', 'calculus of variations', 'optimization problem', 'mean squared error cost function', 'data generating distribution')","('Deep Feedforward Networks', 'instance of', 'neural network')
('density', 'based on', 'Deep Feedforward Networks')
('output distribution', 'based on', 'Deep Feedforward Networks')
('variance parameter', 'based on', 'Deep Feedforward Networks')
('Gaussian output distribution', 'based on', 'Deep Feedforward Networks')
('training set outputs', 'based on', 'Deep Feedforward Networks')
('cross-entropy', 'based on', 'Deep Feedforward Networks')
('negative infinity', 'based on', 'Deep Feedforward Networks')
('regularization techniques', 'based on', 'Deep Feedforward Networks')
('learning problem', 'based on', 'Deep Feedforward Networks')
('conditional statistics', 'based on', 'Deep Feedforward Networks')
('predictor', 'based on', 'Deep Feedforward Networks')
('neural network', 'subclass of', 'Deep Feedforward Networks')
('function', 'based on', 'Deep Feedforward Networks')
('parametric form', 'based on', 'Deep Feedforward Networks')
('cost functional', 'based on', 'Deep Feedforward Networks')
('minimum', 'based on', 'Deep Feedforward Networks')
('optimization problem', 'based on', 'Deep Feedforward Networks')
('mathematical tool', 'based on', 'Deep Feedforward Networks')
('calculus of variations', 'based on', 'Deep Feedforward Networks')
('optimization problem', 'based on', 'Deep Feedforward Networks')
('mean squared error cost function', 'based on', 'Deep Feedforward Networks')
('data generating distribution', 'based on', 'Deep Feedforward Networks')"
6.3,4,"('Deep Feedforward Networks', 'cost functions', 'statistics', 'calculus of variations', 'mean squared error', 'mean absolute error', 'gradient-based optimization', 'output units', 'cross-entropy', 'output unit', 'data distribution', 'model distribution', 'neural network unit', 'hidden unit', 'output layer', 'features', 'linear units', 'affine transformation', 'nonlinearity', 'linear output units', 'Gaussian output distributions', 'conditional Gaussian distribution')","('Deep Feedforward Networks', 'instance of', 'neural network')
('cost functions', 'based on', 'Deep Feedforward Networks')
('statistics', 'based on', 'Deep Feedforward Networks')
('calculus of variations', 'based on', 'Deep Feedforward Networks')
('mean squared error', 'based on', 'Deep Feedforward Networks')
('mean absolute error', 'based on', 'Deep Feedforward Networks')
('gradient-based optimization', 'based on', 'Deep Feedforward Networks')
('output units', 'based on', 'Deep Feedforward Networks')
('cross-entropy', 'based on', 'Deep Feedforward Networks')
('output unit', 'based on', 'Deep Feedforward Networks')
('data distribution', 'based on', 'Deep Feedforward Networks')
('model distribution', 'based on', 'Deep Feedforward Networks')
('neural network unit', 'based on', 'Deep Feedforward Networks')
('hidden unit', 'based on', 'Deep Feedforward Networks')
('output layer', 'based on', 'Deep Feedforward Networks')
('features', 'based on', 'Deep Feedforward Networks')
('linear units', 'based on', 'Deep Feedforward Networks')
('affine transformation', 'based on', 'Deep Feedforward Networks')
('nonlinearity', 'based on', 'Deep Feedforward Networks')
('linear output units', 'based on', 'Deep Feedforward Networks')
('Gaussian output distributions', 'based on', 'Deep Feedforward Networks')
('conditional Gaussian distribution', 'based on', 'Deep Feedforward Networks')"
6.3,5,"('deep feedforward networks', 'log-likelihood', 'mean squared error', 'maximum likelihood framework', 'Gaussian', 'input', 'covariance', 'positive definite matrix', 'linear output layer', 'output units', 'parametrize', 'modeling the covariance', 'linear units', 'gradient- based optimization algorithms', 'optimization algorithms', 'sigmoid units', 'Bernoulli output distributions', 'binary variable', 'Bernoulli distribution', 'neural net', 'valid probability', 'interval [0, 1]', 'careful design effort', 'linear unit', 'valid conditional distribution', 'gradient descent', 'unit interval', 'output of the model', 'learning algorithm', 'parameters', 'sigmoid output units', 'maximum likelihood', 'sigmoid output unit')","('deep feedforward networks', 'instance of', 'log-likelihood')
('mean squared error', 'subclass of', 'log-likelihood')
('maximum likelihood framework', 'part of', 'log-likelihood')
('Gaussian', 'instance of', 'log-likelihood')
('input', 'based on', 'log-likelihood')
('covariance', 'facet of', 'log-likelihood')
('positive definite matrix', 'part of', 'covariance')
('linear output layer', 'facet of', 'log-likelihood')
('output units', 'part of', 'linear output layer')
('parametrize', 'based on', 'log-likelihood')
('modeling the covariance', 'part of', 'log-likelihood')
('linear units', 'facet of', 'log-likelihood')
('gradient- based optimization algorithms', 'based on', 'log-likelihood')
('optimization algorithms', 'subclass of', 'gradient- based optimization algorithms')
('sigmoid units', 'part of', 'log-likelihood')
('Bernoulli output distributions', 'subclass of', 'log-likelihood')
('binary variable', 'facet of', 'Bernoulli output distributions')
('Bernoulli distribution', 'instance of', 'Bernoulli output distributions')
('neural net', 'based on', 'log-likelihood')
('valid probability', 'facet of', 'Bernoulli distribution')
('interval [0, 1]', 'facate of', 'valid probability')
('careful design effort', 'part of', 'log-likelihood')
('linear unit', 'subclass of', 'linear units')
('valid conditional distribution', 'part of', 'Bernoulli distribution')
('gradient descent', 'based on', 'log-likelihood')
('unit interval', 'based on', 'valid probability')
('output of the model', 'based on', 'neural net')
('learning algorithm', 'based on', 'log-likelihood')
('parameters', 'part of', 'learning algorithm')
('sigmoid output units', 'part of', 'log-likelihood')
('maximum likelihood', 'subclass of', 'maximum likelihood framework')
('sigmoid output unit', 'part of', 'sigmoid output units')"
6.4,0,"('deep feedforward networks', 'logistic sigmoid function', 'sigmoid output unit', 'linear layer', 'probability distribution over y', 'Bernoulli distribution', 'sigmoidal transformation', 'logit', 'cost function', 'saturation of the sigmoid', 'gradient-based learning', 'loss function', 'softplus function')","('deep feedforward networks', 'part of', 'logistic sigmoid function')
('logistic sigmoid function', 'part of', 'sigmoid output unit')
('sigmoid output unit', 'part of', 'linear layer')
('linear layer', 'part of', 'probability distribution over y')
('probability distribution over y', 'based on', 'Bernoulli distribution')
('sigmoidal transformation', 'part of', 'logit')
('logit', 'part of', 'cost function')
('cost function', 'based on', 'saturation of the sigmoid')
('gradient-based learning', 'part of', 'loss function')
('loss function', 'based on', 'softplus function')"
6.4,1,"('deep feedforward networks', 'sigmoid function', 'loss functions', 'mean squared error', 'maximum likelihood', 'sigmoid output units', 'softmax function', 'probability distribution', 'binary variable', 'multinoulli output distributions', 'softmax units')","('deep feedforward networks', 'part of', 'sigmoid function')
('sigmoid function', 'part of', 'loss functions')
('loss functions', 'based on', 'mean squared error')
('loss functions', 'based on', 'maximum likelihood')
('sigmoid output units', 'part of', 'softmax function')
('softmax function', 'part of', 'probability distribution')
('probability distribution', 'based on', 'binary variable')
('probability distribution', 'based on', 'multinoulli output distributions')
('multinoulli output distributions', 'part of', 'softmax units')"
6.4,2,"('discrete variable', 'vector y', 'unnormalized log probabilities', 'softmax function', 'exponentiate and normalize', 'multinoulli distribution', 'linear layer', 'maximum log-likelihood', 'cost function', 'approximation', 'log-likelihood')","('discrete variable', 'part of', 'vector y')
('vector y', 'part of', 'unnormalized log probabilities')
('unnormalized log probabilities', 'based on', 'softmax function')
('softmax function', 'based on', 'exponentiate and normalize')
('exponentiate and normalize', 'based on', 'multinoulli distribution')
('multinoulli distribution', 'part of', 'linear layer')
('maximum log-likelihood', 'part of', 'cost function')
('cost function', 'based on', 'approximation')
('cost function', 'based on', 'log-likelihood')"
6.4,3,"('maximum likelihood', 'model capacity', 'optimization', 'fractions of each outcome', 'objective functions', 'squared error', 'softmax function', 'saturation', 'numerically stable variant')","('maximum likelihood', 'based on', 'model capacity')
('model capacity', 'part of', 'optimization')
('optimization', 'based on', 'fractions of each outcome')
('objective functions', 'based on', 'squared error')
('squared error', 'based on', 'softmax function')
('softmax function', 'based on', 'saturation')
('saturation', 'based on', 'numerically stable variant')"
6.4,4,"('linear layer', 'overparametrized version', 'restricted version', 'learning dynamics', 'competition between units', 'winner-take-all', 'softmax function', 'argmax function', 'maximum function', 'other output types', 'maximum likelihood')","('linear layer', 'part of', 'overparametrized version')
('linear layer', 'part of', 'restricted version')
('learning dynamics', 'based on', 'competition between units')
('competition between units', 'based on', 'winner-take-all')
('softmax function', 'based on', 'argmax function')
('argmax function', 'based on', 'maximum function')
('maximum function', 'based on', 'other output types')
('other output types', 'based on', 'maximum likelihood')"
6.4,5,"('deep feedforward networks', 'conditional distribution', 'maximum likelihood', 'neural network', 'function', 'parameters', 'loss function', 'conditional Gaussian', 'variance', 'closed form expression', 'maximum likelihood estimator', 'mean', 'squared difference', 'obs...","('deep feedforward networks', 'instance of', 'neural network')
('maximum likelihood', 'instance of', 'loss function')
('neural network', 'subclass of', 'function')
('parameters', 'based on', 'loss function')
('loss function', 'based on', 'neural network')
('conditional Gaussian', 'instance of', 'distribution')
('variance', 'part of', 'conditional Gaussian')
('closed form expression', 'based on', 'distribution')
('maximum likelihood estimator', 'based on', 'maximum likelihood')
('mean', 'based on', 'squared difference')
('squared difference', 'based on', 'observed and estimated values')"
6.4,6,"('deep feedforward networks', 'standard deviation', 'variance', 'precision', 'covariance matrix', 'positive definite', 'diagonal matrix', 'model', 'activation', 'softplus function', 'positive precision vector', 'identity', 'full rank', 'multimodal regression', 'conditional distribution', 'Gaussian mixture', 'mixture density networks', 'components', 'conditional probability distribution', 'latent variable', 'multinoulli distribution', 'Gaussian component')","('variance', 'instance of', 'covariance matrix')
('precision', 'instance of', 'inverse of variance')
('covariance matrix', 'subclass of', 'diagonal matrix')
('model', 'instance of', 'deep feedforward networks')
('activation', 'instance of', 'softplus function')
('positive precision vector', 'subclass of', 'precision vector')
('full rank', 'instance of', 'identity')
('conditional distribution', 'subclass of', 'mixture density networks')
('Gaussian mixture', 'instance of', 'conditional distribution')
('components', 'part of', 'Gaussian mixture')
('conditional probability distribution', 'instance of', 'conditional distribution')
('latent variable', 'instance of', 'multinoulli distribution')
('Gaussian component', 'instance of', 'conditional probability distribution')"
6.5,0,"('deep feedforward networks', 'softmax', 'means', 'Gaussian component', 'negative log-likelihood', 'covariances', 'diagonal matrix', 'gradient-based optimization', 'conditional Gaussian mixtures', 'clip gradients', 'scale the gradients', 'generative models', 'mixture density', 'real-valued domains', 'mixture density network', 'neural network', 'sequence of characters', 'maximum likelihood', 'model')","('deep feedforward networks', 'instance of', 'neural network')
('conditional Gaussian mixtures', 'instance of', 'generative models')
('mixture density network', 'based on', 'mixture density')
('mixture density network', 'subclass of', 'neural network')
('sequence of characters', 'part of', 'model')"
6.5,1,"('deep feedforward networks', 'neural network', 'mixture density output layer', 'input x', 'output y', 'parameters', 'mixture components', 'Gaussian', 'mean', 'variance', 'hidden units', 'parametric machine learning models', 'gradient-based optimization', 'rectified linear units')","('deep feedforward networks', 'instance of', 'neural network')
('mixture density output layer', 'subject of', 'neural network')
('input x', 'subject of', 'neural network')
('output y', 'subject of', 'neural network')
('parameters', 'part of', 'neural network')
('mixture components', 'part of', 'mixture density output layer')
('Gaussian', 'part of', 'mixture components')
('mean', 'part of', 'Gaussian')
('variance', 'part of', 'Gaussian')
('hidden units', 'part of', 'neural network')
('parametric machine learning models', 'subclass of', 'neural network')
('gradient-based optimization', 'use', 'neural network')
('rectified linear units', 'use', 'neural network')"
6.5,2,"('deep feedforward networks', 'hidden units', 'intuitions', 'trial and error', 'validation set', 'differentiable', 'gradient-based learning algorithm', 'cost function', 'minima', 'undefined gradient', 'left derivative', 'right derivative', 'neural network training', 'one-sided derivatives', 'numerical error', 'affine transformation', 'activation function')","('deep feedforward networks', 'part of', 'hidden units')
('intuitions', 'part of', 'deep feedforward networks')
('trial and error', 'part of', 'deep feedforward networks')
('validation set', 'part of', 'deep feedforward networks')
('differentiable', 'part of', 'gradient-based learning algorithm')
('gradient-based learning algorithm', 'use', 'deep feedforward networks')
('cost function', 'part of', 'gradient-based learning algorithm')
('minima', 'part of', 'gradient-based learning algorithm')
('undefined gradient', 'part of', 'gradient-based learning algorithm')
('left derivative', 'part of', 'gradient-based learning algorithm')
('right derivative', 'part of', 'gradient-based learning algorithm')
('neural network training', 'part of', 'deep feedforward networks')
('one-sided derivatives', 'part of', 'gradient-based learning algorithm')
('numerical error', 'part of', 'gradient-based learning algorithm')
('affine transformation', 'part of', 'activation function')
('activation function', 'part of', 'hidden units')"
6.5,3,"('rectified linear units', 'linear units', 'derivatives', 'second derivative', 'gradient direction', 'affine transformation', 'generalizations', 'absolute value rectification', 'object recognition', 'leaky ReLU', 'parametric ReLU', 'PReLU', 'maxout units')","('rectified linear units', 'subclass of', 'linear units')
('derivatives', 'part of', 'rectified linear units')
('second derivative', 'part of', 'derivatives')
('gradient direction', 'part of', 'derivatives')
('affine transformation', 'part of', 'linear units')
('generalizations', 'part of', 'rectified linear units')
('absolute value rectification', 'part of', 'generalizations')
('object recognition', 'part of', 'generalizations')
('leaky ReLU', 'part of', 'generalizations')
('parametric ReLU', 'part of', 'generalizations')
('PReLU', 'part of', 'generalizations')
('maxout units', 'part of', 'generalizations')"
6.5,4,"('maxout units', 'piecewise linear function', 'convex function', 'parametrized', 'regularization', 'statistical and computational advantages', 'catastrophic forgetting', 'deep linear networks', 'recurrent networks')","('maxout units', 'subclass of', 'piecewise linear function')
('convex function', 'part of', 'maxout units')
('parametrized', 'part of', 'maxout units')
('regularization', 'part of', 'maxout units')
('statistical and computational advantages', 'part of', 'maxout units')
('catastrophic forgetting', 'part of', 'recurrent networks')
('deep linear networks', 'part of', 'recurrent networks')"
6.5,5,"('deep feedforward networks', 'LSTM', 'sigmoid', 'hyperbolic tangent', 'rectified linear units', 'neural networks', 'activation functions', 'output units', 'binary variable', 'piecewise linear units', 'gradient-based learning', 'hidden units', 'feedforward networks', 'cost function', 'hyperbolic tangent activation function', 'logistic sigmoid', 'identity function', 'deep neural network', 'linear model', 'probabilistic models', 'autoencoders', 'recurrent networks')","('deep feedforward networks', 'instance of', 'neural networks')
('deep feedforward networks', 'use', 'activation functions')
('deep feedforward networks', 'use', 'output units')
('deep feedforward networks', 'use', 'hidden units')
('LSTM', 'instance of', 'recurrent networks')
('sigmoid', 'instance of', 'activation functions')
('hyperbolic tangent', 'instance of', 'activation functions')"
6.5,6,"('hidden units', 'differentiable functions', 'feedforward network', 'cosine activation function', 'MNIST dataset', 'error rate', 'standard practice', 'significant improvement', 'linear unit', 'linear transformations', 'weight matrix', 'factored approach', 'low-rank relationships', 'number of parameters', 'softmax units', 'probability distribution', 'discrete variable')","('hidden units', 'use', 'differentiable functions')
('feedforward network', 'instance of', 'neural networks')
('cosine activation function', 'instance of', 'activation functions')
('MNIST dataset', 'instance of', 'datasets')
('error rate', 'instance of', 'evaluation metrics')
('standard practice', 'instance of', 'best practices')
('significant improvement', 'instance of', 'improvements')
('linear unit', 'instance of', 'activation functions')
('weight matrix', 'instance of', 'linear transformations')
('factored approach', 'instance of', 'learning approaches')
('low-rank relationships', 'instance of', 'relationship types')
('number of parameters', 'instance of', 'model complexity')
('softmax units', 'instance of', 'activation functions')
('probability distribution', 'instance of', 'statistical concepts')
('discrete variable', 'instance of', 'variable types')"
6.5,7,"('Radial basis function', 'softplus', 'rectifier', 'hard tanh', 'neural network architectures', 'layers', 'chain structure')","('Radial basis function', 'instance of', 'activation functions')
('softplus', 'instance of', 'activation functions')
('rectifier', 'instance of', 'activation functions')
('hard tanh', 'instance of', 'activation functions')
('neural network architectures', 'use', 'layers')
('layers', 'instance of', 'neural network architectures')
('chain structure', 'instance of', 'network topologies')"
6.5,8,"('linear model', 'nonlinear functions', 'feedforward networks', 'hidden layers', 'universal approximation theorem', 'squashing activation function', 'Borel measurable function', 'derivatives', 'continuous function', 'finite dimensional discrete space', 'rectified linear unit', 'multilayer perceptron', 'training algorithm', 'optimization algorithm')","('linear model', 'use', 'nonlinear functions')
('feedforward networks', 'use', 'hidden layers')
('hidden layers', 'instance of', 'layers')
('universal approximation theorem', 'instance of', 'mathematical theorems')
('squashing activation function', 'instance of', 'activation functions')
('Borel measurable function', 'instance of', 'mathematical functions')
('derivatives', 'instance of', 'mathematical concepts')
('continuous function', 'instance of', 'mathematical functions')
('finite dimensional discrete space', 'instance of', 'mathematical spaces')
('rectified linear unit', 'instance of', 'activation functions')
('multilayer perceptron', 'instance of', 'neural networks')
('training algorithm', 'instance of', 'algorithms')
('optimization algorithm', 'instance of', 'algorithms')"
6.5,9,"('training algorithm', 'overfitting', 'no free lunch theorem', 'universal approximation theorem', 'function representation', 'size of network', 'deep models', 'generalization error', 'efficient approximation', 'depth of network', 'logic gates', 'linear threshold units', 'continuous-valued activations', 'rectified linear units')","('training algorithm', 'result in', 'overfitting')
('no free lunch theorem', 'instance of', 'mathematical theorems')
('universal approximation theorem', 'instance of', 'mathematical theorems')
('function representation', 'instance of', 'mathematical concepts')
('size of network', 'affects', 'function representation')
('deep models', 'instance of', 'neural networks')
('generalization error', 'instance of', 'error metrics')
('efficient approximation', 'instance of', 'approximation techniques')
('depth of network', 'affects', 'function representation')
('logic gates', 'instance of', 'computing devices')
('linear threshold units', 'instance of', 'activation functions')
('continuous-valued activations', 'instance of', 'activation functions')
('rectified linear units', 'instance of', 'activation functions')"
6.5,10,"('deep feedforward networks', 'piecewise linear networks', 'rectifier nonlinearities', 'maxout units', 'absolute value rectification', 'regular patterns', 'hyperplane', 'weights', 'bias', 'linear regions', 'inputs', 'hidden layer', 'linear regions', 'depth', 'inputs', 'hidden layer', 'maxout networks', 'filters')","('deep feedforward networks', 'subclass of', 'piecewise linear networks')
('piecewise linear networks', 'subclass of', 'rectifier nonlinearities')
('rectifier nonlinearities', 'use', 'maxout units')
('maxout units', 'subclass of', 'absolute value rectification')
('regular patterns', 'subclass of', 'linear regions')
('linear regions', 'based on', 'hyperplane')
('hyperplane', 'use', 'weights')
('hyperplane', 'use', 'bias')
('inputs', 'part of', 'linear regions')
('inputs', 'part of', 'hidden layer')
('hidden layer', 'subclass of', 'linear regions')
('linear regions', 'based on', 'depth')
('inputs', 'part of', 'linear regions')
('inputs', 'part of', 'hidden layer')
('hidden layer', 'subclass of', 'maxout networks')
('maxout networks', 'subclass of', 'filters')"
6.5,11,"('machine learning', 'AI', 'deep model', 'statistical reasons', 'machine learning algorithm', 'prior beliefs', 'composition of functions', 'representation learning', 'factors of variation', 'computer program', 'internal processing', 'empirical results', 'neural network architectures', 'convolutional networks', 'recurrent neural networks', 'sequence processing', 'skip connections')","('machine learning', 'instance of', 'AI')
('deep model', 'instance of', 'AI')
('deep model', 'subclass of', 'statistical reasons')
('machine learning algorithm', 'instance of', 'AI')
('machine learning algorithm', 'based on', 'prior beliefs')
('composition of functions', 'instance of', 'AI')
('composition of functions', 'based on', 'representation learning')
('factors of variation', 'instance of', 'AI')
('factors of variation', 'based on', 'computer program')
('internal processing', 'instance of', 'AI')
('internal processing', 'based on', 'empirical results')
('neural network architectures', 'instance of', 'AI')
('neural network architectures', 'subclass of', 'deep model')
('convolutional networks', 'instance of', 'AI')
('convolutional networks', 'subclass of', 'neural network architectures')
('recurrent neural networks', 'instance of', 'AI')
('recurrent neural networks', 'subclass of', 'neural network architectures')
('sequence processing', 'subclass of', 'recurrent neural networks')
('skip connections', 'instance of', 'AI')"
6.5,12,"('multi-digit numbers', 'photographs of addresses', 'test set accuracy', 'model size', 'architecture design', 'neural network layer', 'linear transformation', 'matrix W', 'specialized networks', 'input layer', 'output layer', 'number of connections', 'parameters', 'computation', 'convolutional networks', 'computer vision problems', 'generic neural network', 'architectural strategies', 'application domains')","('multi-digit numbers', 'subclass of', 'photographs of addresses')
('test set accuracy', 'instance of', 'model size')
('model size', 'based on', 'architecture design')
('neural network layer', 'based on', 'linear transformation')
('neural network layer', 'based on', 'matrix W')
('specialized networks', 'subclass of', 'generic neural network')
('input layer', 'subclass of', 'neural network layer')
('output layer', 'subclass of', 'neural network layer')
('number of connections', 'based on', 'parameters')
('computation', 'based on', 'parameters')
('convolutional networks', 'subclass of', 'generic neural network')
('convolutional networks', 'based on', 'computer vision problems')
('generic neural network', 'subclass of', 'architectural strategies')
('architectural strategies', 'based on', 'application domains')"
6.5,13,"('convolutional networks', 'fully connected layers', 'number of parameters', 'test set performance', 'depth of network', 'size of the convolutional', 'shallow models', 'overfit', 'deep models', 'preference over the space of functions', 'simpler functions', 'composed representations', 'sequential dependent steps', 'locate a set of objects', 'segment them from each other', 'recognize them')","('convolutional networks', 'based on', 'fully connected layers')
('number of parameters', 'based on', 'fully connected layers')
('test set performance', 'based on', 'number of parameters')
('depth of network', 'based on', 'size of the convolutional')
('size of the convolutional', 'instance of', 'shallow models')
('shallow models', 'subclass of', 'overfit')
('deep models', 'subclass of', 'overfit')
('preference over the space of functions', 'subclass of', 'simpler functions')
('preference over the space of functions', 'based on', 'composed representations')
('composed representations', 'based on', 'sequential dependent steps')
('locate a set of objects', 'based on', 'composed representations')
('segment them from each other', 'based on', 'composed representations')
('recognize them', 'based on', 'composed representations')"
